node	score
ENSG00000065559	0.0027118632788029487
ENSG00000128591	0.0029047674664520635
ENSG00000077522	0.0032557478475078497
ENSG00000138347	0.003955103337079142
ENSG00000179348	0.003321786320722265
ENSG00000140464	0.0029262863493556587
ENSG00000143761	0.0028763419214192978
ENSG00000125447	0.002996137185277969
ENSG00000132254	0.003336796874003613
ENSG00000134287	0.003347741996230113
ENSG00000164144	0.002467464696525433
ENSG00000149925	0.0029721603419333507
ENSG00000114127	0.0029029336009085767
ENSG00000173406	0.003298431727023967
ENSG00000105290	0.00250119245579715
ENSG00000137203	0.0023689814397968964
ENSG00000164442	0.003161909931353394
ENSG00000084674	0.0026001943319139873
ENSG00000138823	0.0027668033279696267
ENSG00000141480	0.0026403626517840905
ENSG00000160271	0.002155585888323252
ENSG00000175324	0.0029013079172695833
ENSG00000134440	0.0031582285141501473
ENSG00000123159	0.0031710186444984076
ENSG00000043591	0.0030843418156537897
ENSG00000099889	0.0027842399848056216
ENSG00000129910	0.002201512804129218
ENSG00000014216	0.0029035779655775286
ENSG00000143801	0.002546950489150964
ENSG00000092529	0.0038825069520068197
ENSG00000155657	0.0029174938566480448
ENSG00000178538	0.0038214571109191162
ENSG00000150995	0.0028574462140000334
ENSG00000170275	0.0019201114180404382
ENSG00000139687	0.0027133212925962357
ENSG00000073111	0.003263843242873769
ENSG00000085840	0.0031632103109610686
ENSG00000115947	0.0031951721413790352
ENSG00000100297	0.0031864928460619032
ENSG00000097046	0.0037911813129373364
ENSG00000115942	0.0034585123387067523
ENSG00000006634	0.00313976240543385
ENSG00000105127	0.0029354950272656995
ENSG00000164815	0.0035559567307580876
ENSG00000112118	0.0031584929879618123
ENSG00000080839	0.0028591168137348574
ENSG00000101773	0.0027557181110881485
ENSG00000108821	0.002756274859243838
ENSG00000146674	0.002723060705828027
ENSG00000112576	0.003556874256494132
ENSG00000178982	0.0030429814010740613
ENSG00000134057	0.002939216194691166
ENSG00000017797	0.004224727664157785
ENSG00000140443	0.0019462623966077942
ENSG00000103653	0.002194353079503004
ENSG00000143437	0.0029622710676548317
ENSG00000159263	0.0029469950303818372
ENSG00000112246	0.004365664531769944
ENSG00000174576	0.003829263552226868
ENSG00000182004	0.003148143104900606
ENSG00000170860	0.0032790037486295585
ENSG00000130520	0.0033853494636733716
ENSG00000106355	0.003149092457888633
ENSG00000159023	0.0033189855387607894
ENSG00000137497	0.0031990715683633424
ENSG00000104529	0.0029506753847430528
ENSG00000126777	0.0018332539132156814
ENSG00000171560	0.0021944448090661325
ENSG00000204469	0.0028661892735459917
ENSG00000137218	0.003501774100257191
ENSG00000077782	0.002356747433051634
ENSG00000170296	0.0029925558307658455
ENSG00000113327	0.0021694104178883056
ENSG00000163581	0.003357884658566079
ENSG00000182481	0.0031776987648291827
ENSG00000181856	0.004027390678088244
ENSG00000204209	0.0035982848286671594
ENSG00000128266	0.0022509369711844578
ENSG00000171700	0.002797964752722286
ENSG00000087258	0.0029216102099991685
ENSG00000114353	0.0026769938526390695
ENSG00000065135	0.0024034754785691136
ENSG00000106683	0.002957174003600343
ENSG00000157168	0.0014531008861546715
ENSG00000140285	0.0024425986671989955
ENSG00000142798	0.0027359615934973826
ENSG00000072682	0.0030515539722879787
ENSG00000184451	0.0027547316325029613
ENSG00000104408	0.0030584646948109613
ENSG00000089597	0.0023290295546315154
ENSG00000135486	0.0026708436820173384
ENSG00000100567	0.0030217568283558392
ENSG00000099783	0.0033481994878425364
ENSG00000140400	0.0028788819347798735
ENSG00000114850	0.0022728124120212647
