ENSG00000065559	ENSG00000128591	1
ENSG00000077522	ENSG00000138347	1
ENSG00000179348	ENSG00000140464	1
ENSG00000143761	ENSG00000125447	1
ENSG00000132254	ENSG00000134287	1
ENSG00000164144	ENSG00000134287	1
ENSG00000142192	ENSG00000062725	1
ENSG00000173406	ENSG00000105290	1
ENSG00000137203	ENSG00000164442	1
ENSG00000084674	ENSG00000138823	1
ENSG00000141480	ENSG00000160271	1
ENSG00000123159	ENSG00000043591	1
ENSG00000099889	ENSG00000129910	1
ENSG00000014216	ENSG00000143801	1
ENSG00000092529	ENSG00000155657	1
ENSG00000178538	ENSG00000150995	1
ENSG00000170275	ENSG00000139687	1
ENSG00000124762	ENSG00000074319	1
ENSG00000073111	ENSG00000085840	1
ENSG00000115947	ENSG00000073111	1
ENSG00000100297	ENSG00000073111	1
ENSG00000097046	ENSG00000073111	1
ENSG00000073111	ENSG00000115942	1
ENSG00000073111	ENSG00000006634	1
ENSG00000105127	ENSG00000073111	1
ENSG00000073111	ENSG00000073111	1
ENSG00000164815	ENSG00000073111	1
ENSG00000112118	ENSG00000073111	1
ENSG00000070831	ENSG00000107099	1
ENSG00000123374	ENSG00000100526	1
ENSG00000080839	ENSG00000101773	1
ENSG00000185359	ENSG00000141367	1
ENSG00000108821	ENSG00000146674	1
ENSG00000115966	ENSG00000166949	1
ENSG00000115966	ENSG00000141646	1
ENSG00000112576	ENSG00000178982	1
ENSG00000134057	ENSG00000017797	1
ENSG00000140443	ENSG00000103653	1
ENSG00000143437	ENSG00000159263	1
ENSG00000143437	ENSG00000112246	1
ENSG00000143437	ENSG00000174576	1
ENSG00000109906	ENSG00000113070	1
ENSG00000132646	ENSG00000116717	1
ENSG00000182004	ENSG00000170860	1
ENSG00000182004	ENSG00000130520	1
ENSG00000182004	ENSG00000106355	1
ENSG00000159023	ENSG00000137497	1
ENSG00000124181	ENSG00000156508	1
ENSG00000104529	ENSG00000126777	1
ENSG00000150093	ENSG00000196924	1
ENSG00000137218	ENSG00000077782	1
ENSG00000170296	ENSG00000113327	1
ENSG00000163581	ENSG00000182481	1
ENSG00000181856	ENSG00000204209	1
ENSG00000137575	ENSG00000164418	1
ENSG00000164418	ENSG00000100151	1
ENSG00000171189	ENSG00000100151	1
ENSG00000137575	ENSG00000171189	1
ENSG00000129315	ENSG00000030582	1
ENSG00000128266	ENSG00000171700	1
ENSG00000087258	ENSG00000171700	1
ENSG00000065135	ENSG00000171700	1
ENSG00000106683	ENSG00000157168	1
ENSG00000140285	ENSG00000142798	1
ENSG00000204469	ENSG00000108561	1
ENSG00000204469	ENSG00000104408	1
ENSG00000135486	ENSG00000204469	1
ENSG00000204469	ENSG00000099783	1
ENSG00000204469	ENSG00000064703	1
ENSG00000204469	ENSG00000143569	1
ENSG00000204469	ENSG00000132305	1
ENSG00000204469	ENSG00000032742	1
ENSG00000204463	ENSG00000114127	1
ENSG00000197386	ENSG00000173805	1
ENSG00000197386	ENSG00000186908	1
ENSG00000197386	ENSG00000242028	1
ENSG00000071564	ENSG00000164107	1
ENSG00000071564	ENSG00000117318	1
ENSG00000140443	ENSG00000169047	1
ENSG00000185338	ENSG00000140443	1
ENSG00000169047	ENSG00000169398	1
ENSG00000169047	ENSG00000107643	1
ENSG00000171105	ENSG00000169047	1
ENSG00000115008	ENSG00000182636	1
ENSG00000100462	ENSG00000096968	1
ENSG00000185338	ENSG00000096968	1
ENSG00000105993	ENSG00000111057	1
ENSG00000186716	ENSG00000130396	1
ENSG00000171791	ENSG00000163141	1
ENSG00000171791	ENSG00000140299	1
ENSG00000171791	ENSG00000143514	1
ENSG00000171791	ENSG00000115310	1
