node	score
ENSG00000065559	0.003073231113173465
ENSG00000128591	0.0030190159813056772
ENSG00000077522	0.0030191986478159713
ENSG00000138347	0.0034741521493658434
ENSG00000179348	0.0033331341342776855
ENSG00000140464	0.0030102705055502165
ENSG00000143761	0.0026401344914730304
ENSG00000125447	0.002843548220023391
ENSG00000132254	0.002523930243363437
ENSG00000134287	0.002779316190245976
ENSG00000164144	0.002054385847469086
ENSG00000149925	0.003117952570584496
ENSG00000114127	0.0031312095405980713
ENSG00000173406	0.003233577244517162
ENSG00000105290	0.002685613020411334
ENSG00000137203	0.0024204888776113726
ENSG00000164442	0.0030360018110092866
ENSG00000084674	0.0027936927415413587
ENSG00000138823	0.0029645277904732643
ENSG00000141480	0.002785126154510674
ENSG00000160271	0.0026623705777975753
ENSG00000175324	0.002876187261315256
ENSG00000134440	0.003225710090338419
ENSG00000123159	0.0029346700799249476
ENSG00000043591	0.003157297485472986
ENSG00000099889	0.0030065877396353233
ENSG00000129910	0.002463422136611377
ENSG00000014216	0.0028878222428673846
ENSG00000143801	0.002531911995078721
ENSG00000092529	0.003234510373193077
ENSG00000155657	0.0028276730088550865
ENSG00000178538	0.0032165416185695184
ENSG00000150995	0.0027709344931131394
ENSG00000170275	0.001982555389791723
ENSG00000139687	0.002891278710969203
ENSG00000073111	0.003242131244222672
ENSG00000085840	0.0032904500849697967
ENSG00000115947	0.0032973265098161773
ENSG00000100297	0.0032430952947884845
ENSG00000097046	0.003186093062097502
ENSG00000115942	0.003368635781684127
ENSG00000006634	0.0032366889972182326
ENSG00000105127	0.0032273658143811812
ENSG00000164815	0.003315728265173526
ENSG00000112118	0.0031280514108610684
ENSG00000080839	0.003107553244869141
ENSG00000101773	0.0030133226516006056
ENSG00000108821	0.00288462158845601
ENSG00000146674	0.003044815122550026
ENSG00000112576	0.0032566345394120957
ENSG00000178982	0.0032249573203932784
ENSG00000134057	0.002950879307268856
ENSG00000017797	0.0033248359841056446
ENSG00000140443	0.00230623215441828
ENSG00000103653	0.0026618935407252582
ENSG00000143437	0.00301682465999679
ENSG00000159263	0.0027427233195782765
ENSG00000112246	0.003597502847240598
ENSG00000174576	0.003441062065311291
ENSG00000182004	0.003262499729108172
ENSG00000170860	0.003183688435656392
ENSG00000130520	0.0031768031426150844
ENSG00000106355	0.0032238696729083947
ENSG00000159023	0.0030467158814353064
ENSG00000137497	0.002938757441667201
ENSG00000104529	0.0028998167781104753
ENSG00000126777	0.0018350366927506502
ENSG00000171560	0.002493997797950994
ENSG00000204469	0.0029495313157236486
ENSG00000137218	0.003083589408917667
ENSG00000077782	0.002790566564808218
ENSG00000170296	0.0029327556432614385
ENSG00000113327	0.002646722038053707
ENSG00000163581	0.0032300307565460945
ENSG00000182481	0.002851751811522124
ENSG00000181856	0.00348201096741445
ENSG00000204209	0.0030999573295611093
ENSG00000128266	0.0028020178294690503
ENSG00000171700	0.003273518265896305
ENSG00000087258	0.002824002910264673
ENSG00000114353	0.002957925710797712
ENSG00000065135	0.0027419320234658637
ENSG00000106683	0.0028086370933181164
ENSG00000157168	0.0016717060871053635
ENSG00000140285	0.0027780336872596824
ENSG00000142798	0.0030121821431550256
ENSG00000072682	0.0031278540714047096
ENSG00000184451	0.003068385829876974
ENSG00000104408	0.00299691044107085
ENSG00000089597	0.002742484290396698
ENSG00000135486	0.002873175852324683
ENSG00000100567	0.002766639950366016
ENSG00000099783	0.0030981380605080515
ENSG00000140400	0.003223927515888059
ENSG00000114850	0.0025056720429664356
ENSG00000064703	0.0030240578854937505
ENSG00000143569	0.0030260085152902455
ENSG00000132305	0.002676022663667906
ENSG00000071894	0.0032599296738337505
ENSG00000160310	0.0031799610144738707
ENSG00000172053	0.00316874461286738
ENSG00000032742	0.0031661150085667954
ENSG00000071564	0.0032986373844662597
ENSG00000164107	0.003320313014891523
ENSG00000117318	0.003256242187614687
ENSG00000169047	0.002681878865127569
ENSG00000185338	0.0024534414155720444
ENSG00000169398	0.0025943225397293225
ENSG00000107643	0.00282172788013366
ENSG00000171105	0.0024390817890616464
ENSG00000115008	0.002988552803940314
ENSG00000182636	0.003218287449309249
ENSG00000100462	0.002882196371491448
ENSG00000096968	0.00221350041999758
ENSG00000105993	0.0031213360009120605
ENSG00000111057	0.0032853541420724205
ENSG00000186716	0.0027151494487171746
ENSG00000130396	0.0028701380923031967
ENSG00000171791	0.002016887184398189
ENSG00000163141	0.0023170462192496346
ENSG00000140299	0.0015239695271167279
ENSG00000115310	0.002045356588500512
ENSG00000126581	0.0029487689531591805
ENSG00000104903	0.0030126399193706917
ENSG00000109320	0.002942849244905556
ENSG00000081237	0.002576032659272985
ENSG00000141293	0.002191850052522985
ENSG00000012779	0.0035018658730051055
ENSG00000103187	0.003192378817787907
ENSG00000187098	0.0032709054549795048
ENSG00000138795	0.003079350304481517
ENSG00000065978	0.002930205695422882
ENSG00000111786	0.003109203801021076
ENSG00000171681	0.003231531593768586
ENSG00000141644	0.003351095344792154
ENSG00000167670	0.0033279457517613967
ENSG00000131788	0.0031087341317989777
ENSG00000100105	0.0033128711241582017
ENSG00000140350	0.003241685146110915
ENSG00000131711	0.0024565966014280546
ENSG00000166508	0.0031920806279852883
ENSG00000135336	0.003377841702019434
ENSG00000118058	0.003177767931949877
ENSG00000084072	0.0032021794513925465
ENSG00000087074	0.003011410491807424
ENSG00000076864	0.0028606126487615924
ENSG00000110400	0.001430978492351176
ENSG00000183091	0.003254237591396506
ENSG00000064300	0.00269952565803073
ENSG00000142875	0.003018699378614198
ENSG00000164128	0.002606779105670646
ENSG00000130332	0.0032241815542647517
ENSG00000088367	0.002843838268374805
ENSG00000107968	0.002967178486574843
ENSG00000168496	0.003116198802280933
ENSG00000134954	0.0024501143887360067
ENSG00000105221	0.003158440467823176
ENSG00000157500	0.002914848463065442
ENSG00000157557	0.0029631489522572406
ENSG00000185324	0.002775561049467267
ENSG00000085733	0.003115697585722307
ENSG00000162105	0.003133434061861293
ENSG00000115935	0.003175154522016308
ENSG00000182578	0.0028761387258589978
ENSG00000105976	0.002325575941659209
ENSG00000174842	0.002901528568093945
ENSG00000176165	0.0031685737084172017
ENSG00000117139	0.003370366152327912
ENSG00000141968	0.002316138971795695
ENSG00000106462	0.002968248905463682
ENSG00000116329	0.0012010747295235647
ENSG00000198932	0.002777889961313079
ENSG00000197879	0.0028357857512147345
ENSG00000110395	0.0025259930916047466
ENSG00000138698	0.002813512911751346
ENSG00000067560	0.0026056612707636116
ENSG00000196092	0.0033564644874649117
ENSG00000106829	0.0032240985890887764
ENSG00000198807	0.003363568289573503
ENSG00000160145	0.003157047955970782
ENSG00000145730	0.003252816606508359
ENSG00000128534	0.003079373775631221
ENSG00000142657	0.002912104914306654
ENSG00000008710	0.00309609371464868
ENSG00000118762	0.0032871708375753696
ENSG00000144935	0.0020933196713866413
ENSG00000182255	0.0030949216682567685
ENSG00000075711	0.0029457932603291098
ENSG00000127329	0.0028936814549179596
ENSG00000081026	0.003190062287991876
