node	HC
ENSG00000121892	10.199999999999998
ENSG00000139053	10.40952380952381
ENSG00000119684	11.033333333333331
ENSG00000213923	12.533333333333335
ENSG00000183765	12.316666666666666
ENSG00000121989	11.35
ENSG00000206190	7.669047619047624
ENSG00000167674	10.983333333333334
ENSG00000067182	11.116666666666664
ENSG00000065491	12.783333333333335
ENSG00000057704	8.208333333333337
ENSG00000179195	10.092857142857142
ENSG00000132591	11.083333333333332
ENSG00000277745	10.276190476190477
ENSG00000105810	11.149999999999997
ENSG00000120254	10.14285714285714
ENSG00000157343	10.3
ENSG00000089006	12.41666666666667
ENSG00000141524	9.792857142857143
ENSG00000104381	11.616666666666667
ENSG00000167699	9.549999999999999
ENSG00000139579	10.48333333333333
ENSG00000136840	7.459523809523814
ENSG00000138944	10.183333333333334
ENSG00000148498	12.250000000000004
ENSG00000172057	10.200000000000001
ENSG00000005238	12.433333333333334
ENSG00000177938	9.326190476190476
ENSG00000131019	9.716666666666667
ENSG00000231989	9.50952380952381
ENSG00000118181	11.749999999999998
ENSG00000109943	8.491666666666669
ENSG00000132855	7.244047619047624
ENSG00000101916	8.000000000000005
ENSG00000146223	11.933333333333332
ENSG00000169951	11.049999999999997
ENSG00000151131	8.659523809523812
ENSG00000188822	9.950000000000001
ENSG00000018510	9.976190476190476
ENSG00000145495	10.216666666666667
ENSG00000145536	9.792857142857141
ENSG00000271303	9.2
ENSG00000177096	9.292857142857144
ENSG00000239264	11.383333333333333
ENSG00000204967	11.083333333333332
ENSG00000114857	10.366666666666665
ENSG00000183324	9.092857142857143
ENSG00000137822	12.099999999999998
ENSG00000185808	10.549999999999999
ENSG00000111961	10.93333333333333
ENSG00000183454	11.566666666666666
ENSG00000135763	11.266666666666666
ENSG00000143851	10.85
ENSG00000187513	9.8
ENSG00000009780	9.15952380952381
ENSG00000196110	9.616666666666667
ENSG00000143537	11.133333333333333
ENSG00000085563	10.633333333333335
ENSG00000123933	10.249999999999998
ENSG00000142534	11.45
ENSG00000108515	11.866666666666667
ENSG00000161594	8.17619047619048
ENSG00000171492	9.476190476190476
ENSG00000173914	11.249999999999998
ENSG00000170954	9.766666666666667
ENSG00000187045	9.892857142857142
ENSG00000089902	12.116666666666667
ENSG00000116793	9.009523809523811
ENSG00000141295	9.949999999999998
ENSG00000128039	7.5678571428571475
ENSG00000164287	11.066666666666665
ENSG00000112659	10.292857142857141
ENSG00000113448	12.166666666666668
ENSG00000172757	11.733333333333333
ENSG00000111713	8.783333333333335
ENSG00000081721	10.9
ENSG00000070785	9.476190476190476
ENSG00000112033	11.183333333333332
ENSG00000108379	9.142857142857144
ENSG00000102970	9.25952380952381
ENSG00000198663	8.626190476190478
ENSG00000144029	10.75952380952381
ENSG00000240972	10.016666666666664
ENSG00000145901	13.416666666666666
ENSG00000132388	10.283333333333335
ENSG00000139908	9.376190476190477
ENSG00000116001	10.499999999999998
ENSG00000100918	9.65952380952381
ENSG00000178172	8.709523809523812
ENSG00000114378	8.642857142857146
ENSG00000070087	12.100000000000001
ENSG00000102145	12.0
ENSG00000129214	8.542857142857146
ENSG00000110330	12.450000000000001
ENSG00000107201	11.933333333333334
ENSG00000128191	10.399999999999999
ENSG00000153993	9.783333333333331
ENSG00000159792	7.808333333333336
ENSG00000091704	0
ENSG00000114019	13.116666666666667
ENSG00000069702	10.142857142857142
ENSG00000134333	11.049999999999997
ENSG00000118200	11.333333333333332
ENSG00000166794	12.200000000000003
ENSG00000175354	11.433333333333332
ENSG00000165097	10.033333333333333
ENSG00000123395	10.799999999999997
ENSG00000177192	10.042857142857143
ENSG00000198099	10.042857142857143
ENSG00000162771	9.226190476190476
ENSG00000143318	9.226190476190476
ENSG00000244509	11.0
ENSG00000188807	10.466666666666667
ENSG00000145087	9.55
ENSG00000149968	9.692857142857141
ENSG00000183520	11.126190476190475
ENSG00000184922	10.783333333333333
ENSG00000198242	11.816666666666666
ENSG00000164251	11.766666666666667
ENSG00000167914	8.509523809523813
ENSG00000143627	9.899999999999997
ENSG00000165685	10.816666666666665
ENSG00000050393	8.926190476190477
ENSG00000168958	11.166666666666666
ENSG00000069275	9.692857142857141
ENSG00000050748	13.316666666666666
ENSG00000108424	12.116666666666667
ENSG00000100427	10.666666666666666
ENSG00000040487	9.216666666666669
ENSG00000079337	7.103571428571431
ENSG00000158825	10.833333333333332
ENSG00000183474	9.933333333333332
ENSG00000166908	8.57619047619048
ENSG00000171105	12.16666666666667
ENSG00000107937	11.209523809523809
ENSG00000198888	9.766666666666667
ENSG00000137098	12.916666666666666
ENSG00000184924	9.092857142857145
ENSG00000091138	8.866666666666669
ENSG00000169908	10.009523809523808
ENSG00000186310	11.183333333333334
ENSG00000176136	9.259523809523811
ENSG00000235961	10.409523809523808
ENSG00000171103	11.149999999999999
ENSG00000166823	9.109523809523811
ENSG00000167165	6.739682539682542
ENSG00000130511	10.566666666666666
ENSG00000103429	10.18333333333333
ENSG00000149599	10.133333333333333
ENSG00000107854	11.233333333333333
ENSG00000213760	9.833333333333332
ENSG00000077044	10.459523809523809
ENSG00000132952	10.716666666666665
ENSG00000089682	11.899999999999999
ENSG00000106565	9.426190476190477
ENSG00000129951	8.816666666666668
ENSG00000146414	11.23333333333333
ENSG00000129515	12.200000000000001
ENSG00000129682	10.45
ENSG00000013563	10.816666666666665
ENSG00000040633	10.183333333333332
ENSG00000173137	8.592857142857147
ENSG00000222011	9.459523809523809
ENSG00000122367	7.260714285714291
ENSG00000172260	8.850000000000001
ENSG00000077942	11.916666666666668
ENSG00000204248	10.166666666666666
ENSG00000145936	9.200000000000001
ENSG00000147168	10.466666666666669
ENSG00000172000	8.776190476190479
ENSG00000116984	10.65952380952381
ENSG00000183813	11.766666666666666
ENSG00000123131	11.700000000000001
ENSG00000170468	9.48333333333333
ENSG00000154277	12.0
ENSG00000173894	10.699999999999998
ENSG00000130477	8.709523809523812
ENSG00000128617	9.216666666666667
ENSG00000102178	11.466666666666667
ENSG00000163823	10.133333333333333
ENSG00000169964	10.883333333333333
ENSG00000235169	10.383333333333331
ENSG00000168314	10.200000000000001
ENSG00000092330	12.45
ENSG00000213625	10.016666666666666
ENSG00000039139	11.166666666666666
ENSG00000078061	11.283333333333333
ENSG00000161533	9.042857142857144
ENSG00000136867	9.716666666666667
ENSG00000125971	10.076190476190474
ENSG00000109113	9.376190476190478
ENSG00000166435	9.25952380952381
ENSG00000135218	10.099999999999998
ENSG00000254647	10.733333333333334
ENSG00000143149	8.359523809523813
ENSG00000141965	10.466666666666667
ENSG00000154654	10.633333333333331
ENSG00000134061	7.286904761904766
ENSG00000171794	9.109523809523811
ENSG00000127914	13.866666666666669
ENSG00000185414	10.049999999999999
ENSG00000066379	11.083333333333332
ENSG00000132406	10.700000000000001
ENSG00000004776	8.759523809523811
ENSG00000110002	9.092857142857143
ENSG00000165025	11.783333333333333
ENSG00000197958	10.509523809523811
ENSG00000139767	11.483333333333333
ENSG00000116544	10.84285714285714
ENSG00000006210	9.809523809523808
ENSG00000173080	10.383333333333331
ENSG00000127824	11.216666666666667
ENSG00000186205	9.342857142857143
ENSG00000244462	10.492857142857142
ENSG00000188375	11.95
ENSG00000168830	9.5
ENSG00000140006	9.692857142857143
ENSG00000080986	12.73333333333333
ENSG00000122591	10.026190476190475
ENSG00000111328	11.149999999999997
ENSG00000168439	12.833333333333334
ENSG00000011258	10.29285714285714
ENSG00000182732	10.98333333333333
ENSG00000182896	9.992857142857144
ENSG00000167741	9.316666666666668
ENSG00000168303	9.266666666666667
ENSG00000164692	10.842857142857142
ENSG00000160472	9.799999999999999
ENSG00000196131	8.659523809523813
ENSG00000091732	10.909523809523808
ENSG00000118263	8.816666666666666
ENSG00000115271	10.409523809523808
ENSG00000111348	10.7
ENSG00000186654	10.84285714285714
ENSG00000162642	9.909523809523812
ENSG00000166452	10.816666666666663
ENSG00000116350	10.216666666666665
ENSG00000164983	10.133333333333333
ENSG00000047617	9.476190476190476
ENSG00000102054	11.483333333333334
ENSG00000136010	7.666666666666671
ENSG00000147065	10.866666666666664
ENSG00000120053	9.892857142857142
ENSG00000163584	9.792857142857141
ENSG00000132781	10.766666666666664
ENSG00000162039	8.075000000000003
ENSG00000131143	12.283333333333335
ENSG00000270806	10.333333333333332
ENSG00000214706	10.3
ENSG00000026950	9.542857142857143
ENSG00000166986	11.342857142857142
ENSG00000118242	9.342857142857142
ENSG00000254585	9.392857142857142
ENSG00000180440	9.466666666666667
ENSG00000147419	10.15952380952381
ENSG00000103042	10.45
ENSG00000143933	11.633333333333333
ENSG00000047644	8.692857142857145
ENSG00000095370	9.992857142857146
ENSG00000170522	9.3
ENSG00000186675	8.37619047619048
ENSG00000065328	11.133333333333333
ENSG00000133103	13.66666666666667
ENSG00000163788	9.900000000000002
ENSG00000153048	10.716666666666667
ENSG00000121440	0
ENSG00000131409	9.30952380952381
ENSG00000152952	10.026190476190475
ENSG00000141027	13.450000000000003
ENSG00000173559	10.883333333333331
ENSG00000065970	8.976190476190478
ENSG00000119283	9.476190476190476
ENSG00000197780	10.166666666666664
ENSG00000134339	9.276190476190479
ENSG00000166225	11.133333333333331
ENSG00000136813	10.716666666666665
ENSG00000162736	10.533333333333335
ENSG00000243056	9.359523809523811
ENSG00000078403	11.116666666666665
ENSG00000171992	10.916666666666664
ENSG00000114098	12.333333333333334
ENSG00000167695	8.976190476190476
ENSG00000183317	10.750000000000002
ENSG00000125821	8.026190476190482
ENSG00000161610	8.876190476190477
ENSG00000198947	11.116666666666665
ENSG00000141977	12.083333333333334
ENSG00000214021	8.483333333333336
ENSG00000105388	8.642857142857146
ENSG00000177150	8.759523809523811
ENSG00000170832	11.65
ENSG00000244057	10.366666666666665
ENSG00000145826	10.026190476190475
ENSG00000079819	10.45
ENSG00000177370	9.466666666666665
ENSG00000196923	12.166666666666668
ENSG00000092036	10.426190476190476
ENSG00000198515	9.966666666666665
ENSG00000180071	8.208333333333336
ENSG00000100242	12.066666666666666
ENSG00000142173	8.160714285714288
ENSG00000169188	10.599999999999998
ENSG00000137815	10.93333333333333
ENSG00000173226	11.616666666666665
ENSG00000211456	10.416666666666666
ENSG00000105819	10.783333333333331
ENSG00000196998	7.725000000000003
ENSG00000144895	9.909523809523808
ENSG00000067704	11.133333333333333
ENSG00000122643	9.776190476190479
ENSG00000105668	8.142857142857146
ENSG00000132182	10.55952380952381
ENSG00000166716	11.383333333333331
ENSG00000116117	9.076190476190478
ENSG00000244734	11.166666666666666
ENSG00000050130	10.716666666666665
ENSG00000167994	11.133333333333333
ENSG00000006453	10.692857142857141
ENSG00000127838	10.933333333333332
ENSG00000120742	10.350000000000001
ENSG00000185950	11.45
ENSG00000110693	10.592857142857142
ENSG00000170265	10.533333333333331
ENSG00000179151	12.033333333333335
ENSG00000226742	11.083333333333332
ENSG00000165702	12.700000000000001
ENSG00000106299	11.566666666666666
ENSG00000219481	7.453571428571431
ENSG00000063245	11.1
ENSG00000136689	9.676190476190476
ENSG00000140675	8.075000000000003
ENSG00000108061	11.383333333333331
ENSG00000188833	8.51666666666667
ENSG00000163352	7.659523809523815
ENSG00000137265	10.799999999999999
ENSG00000126453	9.566666666666665
ENSG00000132518	7.992857142857146
ENSG00000146618	10.242857142857142
ENSG00000080845	11.98333333333333
ENSG00000105793	8.241666666666669
ENSG00000184502	10.116666666666667
ENSG00000164096	10.616666666666665
ENSG00000175344	10.692857142857138
ENSG00000163882	10.376190476190475
ENSG00000144848	11.292857142857143
ENSG00000183137	13.45
ENSG00000129988	11.049999999999997
ENSG00000176842	0
ENSG00000160396	9.466666666666665
ENSG00000171016	10.833333333333334
ENSG00000100348	13.733333333333336
ENSG00000112562	7.8178571428571475
ENSG00000143751	8.476190476190478
ENSG00000076685	10.583333333333332
ENSG00000139370	9.716666666666665
ENSG00000128394	9.599999999999998
ENSG00000150750	9.15952380952381
ENSG00000174607	9.909523809523808
ENSG00000186532	8.72619047619048
ENSG00000129173	10.6
ENSG00000155833	11.983333333333333
ENSG00000185652	10.549999999999999
ENSG00000170502	9.566666666666666
ENSG00000124157	8.108333333333338
ENSG00000081692	9.709523809523812
ENSG00000182183	8.333333333333336
ENSG00000177947	8.058333333333337
ENSG00000182405	10.276190476190477
ENSG00000160446	8.883333333333335
ENSG00000101444	10.6
ENSG00000072110	13.116666666666667
ENSG00000119431	10.733333333333334
ENSG00000147894	11.15
ENSG00000169291	8.842857142857147
ENSG00000243477	9.809523809523812
ENSG00000188186	10.1
ENSG00000100926	9.266666666666666
ENSG00000183091	12.016666666666667
ENSG00000198851	10.099999999999998
ENSG00000253831	8.809523809523814
ENSG00000118418	11.166666666666664
ENSG00000133612	10.376190476190475
ENSG00000138696	10.833333333333334
ENSG00000110318	12.5
ENSG00000181619	8.792857142857144
ENSG00000213901	9.726190476190476
ENSG00000182985	9.076190476190478
ENSG00000161542	10.526190476190477
ENSG00000071794	9.976190476190474
ENSG00000082438	9.93333333333333
ENSG00000187122	10.749999999999996
ENSG00000112837	9.95952380952381
ENSG00000138095	12.166666666666668
ENSG00000143882	8.62619047619048
ENSG00000131650	8.876190476190477
ENSG00000007038	8.27619047619048
ENSG00000162148	13.116666666666667
ENSG00000006606	9.659523809523806
ENSG00000171320	9.642857142857144
ENSG00000162227	10.476190476190474
ENSG00000198892	9.583333333333332
ENSG00000138814	11.583333333333334
ENSG00000135077	9.283333333333333
ENSG00000131914	8.442857142857147
ENSG00000137507	9.509523809523808
ENSG00000196557	9.192857142857141
ENSG00000165506	9.75
ENSG00000086506	9.776190476190477
ENSG00000143811	10.726190476190474
ENSG00000125870	10.733333333333333
ENSG00000228836	10.059523809523808
ENSG00000166090	9.8
ENSG00000025796	11.816666666666668
ENSG00000135829	12.283333333333333
ENSG00000148483	9.200000000000001
ENSG00000181856	10.059523809523807
ENSG00000117385	9.442857142857141
ENSG00000108733	10.75
ENSG00000148335	10.176190476190476
ENSG00000181938	10.866666666666665
ENSG00000186047	9.726190476190474
ENSG00000196943	9.526190476190475
ENSG00000125686	11.7
ENSG00000100462	13.91666666666667
ENSG00000147571	9.95
ENSG00000181036	7.976190476190481
ENSG00000077312	11.749999999999998
ENSG00000206181	11.28333333333333
ENSG00000242866	9.100000000000001
ENSG00000107104	9.526190476190475
ENSG00000171049	9.483333333333334
ENSG00000100473	9.116666666666667
ENSG00000113838	8.192857142857147
ENSG00000182534	10.376190476190475
ENSG00000163357	8.526190476190479
ENSG00000174059	7.775000000000003
ENSG00000117597	10.983333333333333
ENSG00000171867	11.250000000000002
ENSG00000175581	9.816666666666665
ENSG00000146233	9.45952380952381
ENSG00000059573	10.2
ENSG00000130177	10.93333333333333
ENSG00000107758	10.883333333333333
ENSG00000174903	11.026190476190475
ENSG00000183978	9.276190476190475
ENSG00000174749	9.692857142857143
ENSG00000119682	10.516666666666666
ENSG00000188522	8.859523809523811
ENSG00000149346	8.559523809523814
ENSG00000102901	9.676190476190476
ENSG00000188037	10.033333333333331
ENSG00000239388	7.25634920634921
ENSG00000149269	12.083333333333334
ENSG00000116489	11.183333333333332
ENSG00000167664	9.55
ENSG00000117500	9.792857142857143
ENSG00000196535	10.40952380952381
ENSG00000099977	8.642857142857146
ENSG00000198933	10.449999999999998
ENSG00000102898	12.950000000000003
ENSG00000136002	8.692857142857145
ENSG00000206557	8.075000000000005
ENSG00000132429	10.176190476190476
ENSG00000143355	10.616666666666664
ENSG00000156218	9.899999999999999
ENSG00000184164	11.133333333333333
ENSG00000075461	9.549999999999999
ENSG00000162889	10.716666666666665
ENSG00000143603	10.066666666666665
ENSG00000104237	8.70952380952381
ENSG00000143322	10.73333333333333
ENSG00000105270	9.966666666666665
ENSG00000198576	10.933333333333334
ENSG00000211893	10.233333333333333
ENSG00000099377	11.216666666666665
ENSG00000075568	10.3
ENSG00000167178	9.350000000000001
ENSG00000133874	9.583333333333334
ENSG00000147481	9.926190476190474
ENSG00000115386	0
ENSG00000138311	9.883333333333331
ENSG00000156282	9.20952380952381
ENSG00000011275	10.916666666666664
ENSG00000163263	9.926190476190476
ENSG00000164751	10.366666666666667
ENSG00000151729	9.376190476190477
ENSG00000164209	10.83333333333333
ENSG00000171954	8.842857142857143
ENSG00000185236	10.566666666666668
ENSG00000176473	11.216666666666665
ENSG00000171310	8.742857142857146
ENSG00000106049	10.450000000000001
ENSG00000158373	12.366666666666669
ENSG00000151065	11.766666666666667
ENSG00000170037	12.533333333333335
ENSG00000182004	10.883333333333331
ENSG00000141627	9.759523809523811
ENSG00000160325	10.216666666666667
ENSG00000159131	10.566666666666665
ENSG00000072682	11.059523809523807
ENSG00000133121	10.426190476190476
ENSG00000198331	9.192857142857143
ENSG00000175003	8.350000000000005
ENSG00000144048	10.376190476190477
ENSG00000120253	12.450000000000001
ENSG00000212935	10.026190476190475
ENSG00000171291	10.666666666666664
ENSG00000159363	11.233333333333333
ENSG00000163104	10.459523809523807
ENSG00000137496	8.308333333333335
ENSG00000140262	13.333333333333334
ENSG00000109184	10.242857142857144
ENSG00000170906	10.283333333333333
ENSG00000108846	8.325000000000003
ENSG00000167995	9.792857142857143
ENSG00000165071	8.950000000000001
ENSG00000213614	8.892857142857144
ENSG00000205268	9.642857142857144
ENSG00000034053	10.666666666666664
ENSG00000119041	11.833333333333334
ENSG00000173275	10.466666666666667
ENSG00000159496	10.85
ENSG00000198034	11.292857142857141
ENSG00000267467	10.066666666666666
ENSG00000187867	7.4011904761904805
ENSG00000060642	10.109523809523807
ENSG00000105372	10.759523809523808
ENSG00000084112	9.392857142857144
ENSG00000118432	9.133333333333333
ENSG00000151136	9.35952380952381
ENSG00000039068	12.816666666666666
ENSG00000004478	11.349999999999998
ENSG00000026559	7.1702380952380995
ENSG00000275793	11.833333333333336
ENSG00000109193	10.376190476190477
ENSG00000128805	10.876190476190475
ENSG00000160799	10.392857142857142
ENSG00000165283	10.466666666666669
ENSG00000174233	9.300000000000002
ENSG00000107105	10.242857142857144
ENSG00000240021	11.442857142857141
ENSG00000108773	11.183333333333334
ENSG00000099203	9.70952380952381
ENSG00000142552	11.149999999999999
ENSG00000130287	9.076190476190476
ENSG00000174358	9.60952380952381
ENSG00000162896	9.476190476190474
ENSG00000164162	10.866666666666664
ENSG00000154065	10.35952380952381
ENSG00000185024	10.149999999999999
ENSG00000140835	8.442857142857147
ENSG00000159224	9.35952380952381
ENSG00000131055	10.34285714285714
ENSG00000115993	9.809523809523808
ENSG00000178691	11.433333333333334
ENSG00000071189	9.6
ENSG00000122188	10.299999999999999
ENSG00000117479	8.450000000000003
ENSG00000108654	12.116666666666667
ENSG00000105254	8.792857142857144
ENSG00000156504	9.342857142857142
ENSG00000136897	10.1
ENSG00000116983	10.433333333333335
ENSG00000182173	12.283333333333331
ENSG00000043514	10.00952380952381
ENSG00000203880	10.85
ENSG00000144746	11.083333333333332
ENSG00000196646	10.25952380952381
ENSG00000141447	9.983333333333333
ENSG00000175792	12.4
ENSG00000134910	10.700000000000001
ENSG00000149929	10.926190476190474
ENSG00000185650	10.083333333333332
ENSG00000157954	11.049999999999997
ENSG00000160445	9.142857142857144
ENSG00000263001	12.033333333333333
ENSG00000162994	8.966666666666669
ENSG00000170291	9.826190476190476
ENSG00000137996	10.45
ENSG00000103356	8.976190476190478
ENSG00000212864	11.092857142857142
ENSG00000164816	9.876190476190475
ENSG00000131788	11.249999999999998
ENSG00000129993	9.700000000000001
ENSG00000130826	11.476190476190474
ENSG00000236424	9.426190476190476
ENSG00000198218	12.316666666666666
ENSG00000203760	8.19166666666667
ENSG00000155034	11.133333333333331
ENSG00000182261	9.909523809523808
ENSG00000171060	10.033333333333333
ENSG00000121853	8.826190476190478
ENSG00000104915	10.916666666666664
ENSG00000090661	10.200000000000001
ENSG00000141506	10.10952380952381
ENSG00000134825	9.892857142857144
ENSG00000198736	9.526190476190473
ENSG00000221867	11.149999999999999
ENSG00000184530	10.466666666666667
ENSG00000181852	11.583333333333332
ENSG00000135929	9.05952380952381
ENSG00000185933	9.533333333333331
ENSG00000125676	10.476190476190474
ENSG00000072134	11.849999999999998
ENSG00000135108	9.55952380952381
ENSG00000151012	9.042857142857144
ENSG00000110244	10.292857142857144
ENSG00000151353	9.066666666666668
ENSG00000020633	11.016666666666667
ENSG00000126010	7.6928571428571475
ENSG00000035687	9.20952380952381
ENSG00000048544	9.709523809523809
ENSG00000165837	9.226190476190476
ENSG00000171855	10.192857142857143
ENSG00000153721	10.799999999999999
ENSG00000165091	9.259523809523811
ENSG00000102393	9.526190476190475
ENSG00000138073	9.983333333333333
ENSG00000164944	11.28333333333333
ENSG00000106348	10.499999999999998
ENSG00000132423	10.4
ENSG00000197375	5.520634920634922
ENSG00000139679	9.433333333333334
ENSG00000147689	11.833333333333334
ENSG00000164112	7.146428571428576
ENSG00000007516	9.30952380952381
ENSG00000114200	10.283333333333331
ENSG00000140464	12.366666666666667
ENSG00000162512	10.216666666666665
ENSG00000178028	13.149999999999999
ENSG00000196505	9.95
ENSG00000204930	10.683333333333334
ENSG00000174437	10.966666666666669
ENSG00000048028	10.75
ENSG00000179213	8.750000000000002
ENSG00000118579	12.199999999999998
ENSG00000163735	10.709523809523809
ENSG00000259956	10.516666666666664
ENSG00000153406	8.675
ENSG00000115514	12.616666666666667
ENSG00000087274	11.45
ENSG00000010072	9.84285714285714
ENSG00000182836	10.383333333333335
ENSG00000112941	8.509523809523813
ENSG00000104611	14.283333333333335
ENSG00000131653	10.049999999999999
ENSG00000104356	10.100000000000001
ENSG00000102802	10.626190476190475
ENSG00000126773	10.416666666666666
ENSG00000111875	11.049999999999999
ENSG00000145781	10.083333333333334
ENSG00000204882	9.74285714285714
ENSG00000156381	8.876190476190478
ENSG00000115594	10.783333333333331
ENSG00000101057	11.216666666666665
ENSG00000105550	10.383333333333335
ENSG00000111716	10.042857142857143
ENSG00000197312	9.00952380952381
ENSG00000139197	12.283333333333331
ENSG00000185420	11.0
ENSG00000115592	9.866666666666665
ENSG00000183597	9.142857142857142
ENSG00000277556	9.35952380952381
ENSG00000114062	12.616666666666665
ENSG00000163611	11.966666666666665
ENSG00000197261	10.516666666666666
ENSG00000204618	10.70952380952381
ENSG00000164134	9.833333333333332
ENSG00000132740	9.559523809523807
ENSG00000132478	9.976190476190474
ENSG00000177459	10.176190476190474
ENSG00000065325	7.39166666666667
ENSG00000140451	8.576190476190478
ENSG00000170390	10.14285714285714
ENSG00000177606	12.083333333333334
ENSG00000119915	8.04166666666667
ENSG00000198157	9.992857142857142
ENSG00000213563	9.05952380952381
ENSG00000105723	12.833333333333336
ENSG00000164850	9.076190476190478
ENSG00000196664	9.983333333333333
ENSG00000074317	10.266666666666666
ENSG00000185742	9.576190476190476
ENSG00000130508	8.926190476190477
ENSG00000128708	10.866666666666665
ENSG00000005436	9.126190476190478
ENSG00000113327	9.809523809523808
ENSG00000103194	11.199999999999998
ENSG00000125863	11.359523809523807
ENSG00000179335	11.7
ENSG00000165891	9.566666666666665
ENSG00000169251	9.826190476190474
ENSG00000138081	10.416666666666666
ENSG00000115241	10.676190476190474
ENSG00000160200	12.366666666666667
ENSG00000139505	10.799999999999997
ENSG00000198839	10.466666666666667
ENSG00000119977	9.559523809523807
ENSG00000164168	9.326190476190474
ENSG00000120063	10.826190476190474
ENSG00000166881	10.366666666666665
ENSG00000166669	9.6
ENSG00000173083	11.866666666666667
ENSG00000138496	8.342857142857147
ENSG00000172164	9.476190476190476
ENSG00000163528	9.926190476190477
ENSG00000157212	12.333333333333334
ENSG00000189269	10.116666666666665
ENSG00000214274	10.733333333333334
ENSG00000166211	10.283333333333333
ENSG00000139737	11.850000000000001
ENSG00000109089	13.916666666666668
ENSG00000041357	10.749999999999998
ENSG00000257923	9.433333333333332
ENSG00000182903	10.376190476190477
ENSG00000116752	12.450000000000001
ENSG00000081051	10.109523809523807
ENSG00000105835	10.15
ENSG00000166359	9.916666666666666
ENSG00000104859	10.359523809523811
ENSG00000148848	11.200000000000001
